image_path,label,height,width,channels,aspect_ratio,brightness
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images (4).jpg,straight,168,300,3,1.7857142857142858,181.8078373015873
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images111.jpg,straight,275,183,3,0.6654545454545454,139.18605067064084
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images110.jpg,straight,267,189,3,0.7078651685393258,120.4789647860809
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images109.jpg,straight,256,197,3,0.76953125,128.86889276649745
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images108.jpg,straight,255,197,3,0.7725490196078432,126.43537374340599
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images107.jpg,straight,100,100,3,1.0,145.3401
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images107 (2).jpg,straight,225,225,3,1.0,126.95091358024692
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images104.jpg,straight,225,225,3,1.0,138.8142222222222
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images103.jpg,straight,276,183,3,0.6630434782608695,170.09085689395738
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images101.jpg,straight,225,225,3,1.0,154.35632592592592
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images100.jpg,straight,238,212,3,0.8907563025210085,151.4637704138259
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images100 (2).jpg,straight,225,225,3,1.0,103.71843950617284
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images10.jpg,straight,225,225,3,1.0,171.1839802469136
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images.jpg,straight,334,151,3,0.45209580838323354,115.30534956576912
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images(1).jpg,straight,251,201,3,0.8007968127490039,99.52504410219817
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images (9).jpg,straight,202,249,3,1.2326732673267327,133.29502167084178
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images (8).jpg,straight,194,259,3,1.3350515463917525,101.35348087409943
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images (7).jpg,straight,183,276,3,1.5081967213114753,152.7826086956522
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images (6).jpg,straight,129,148,3,1.1472868217054264,153.2399434318039
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images (5).jpg,straight,225,225,3,1.0,135.49752098765433
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images118.jpg,straight,225,225,3,1.0,113.57013333333333
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\haircuts-for-fine-straight-hair.jpg,straight,828,1200,3,1.4492753623188406,46.51749295491143
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images220.jpg,straight,100,100,3,1.0,118.2191
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images226.jpg,straight,225,225,3,1.0,90.7205925925926
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images62.jpg,straight,261,193,3,0.7394636015325671,138.15530145117424
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images61.jpg,straight,249,202,3,0.8112449799196787,113.81522128116426
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images61 (2).jpg,straight,168,300,3,1.7857142857142858,100.83375
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images6(1).jpg,straight,251,201,3,0.8007968127490039,159.46466868843035
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images56.jpg,straight,275,183,3,0.6654545454545454,125.0246000993542
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images55.jpg,straight,168,300,3,1.7857142857142858,181.4675595238095
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images52.jpg,straight,225,225,3,1.0,125.80877037037037
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images51.jpg,straight,100,100,3,1.0,118.9967
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images65.jpg,straight,194,259,3,1.3350515463917525,114.96696254428213
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images51(1).jpg,straight,225,225,3,1.0,80.69339259259259
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images5(1).jpg,straight,229,221,3,0.9650655021834061,162.50706396095555
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images49.jpg,straight,186,270,3,1.4516129032258065,46.57592592592592
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images47.jpg,straight,171,294,3,1.719298245614035,179.4673588733739
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images47 (2).jpg,straight,239,211,3,0.8828451882845189,157.47286283685975
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images46(1).jpg,straight,294,171,3,0.5816326530612245,91.2338783466603
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images45(1).jpg,straight,283,178,3,0.6289752650176679,101.48030730138564
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images43(1).jpg,straight,224,224,3,1.0,84.27804129464286
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images42.jpg,straight,253,199,3,0.7865612648221344,85.30792301428089
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images50(1).jpg,straight,225,225,3,1.0,194.6487111111111
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images67 (2).jpg,straight,225,225,3,1.0,187.52568888888888
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images67.jpg,straight,178,283,3,1.5898876404494382,184.23871441616706
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images69.jpg,straight,183,275,3,1.5027322404371584,145.39113760556384
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images93.jpg,straight,266,190,3,0.7142857142857143,162.45081123862286
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images92.jpg,straight,240,200,3,0.8333333333333334,131.22691666666665
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images91.jpg,straight,180,280,3,1.5555555555555556,80.85801587301587
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images9.jpg,straight,225,225,3,1.0,136.19924938271606
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images88.jpg,straight,259,194,3,0.749034749034749,156.72773952155396
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images86.jpg,straight,251,201,3,0.8007968127490039,105.9600007928485
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images85.jpg,straight,260,194,3,0.7461538461538462,161.55644329896907
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images84.jpg,straight,183,275,3,1.5027322404371584,42.85474416294088
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images84 (2).jpg,straight,186,271,3,1.456989247311828,134.85475935404514
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images83.jpg,straight,194,259,3,1.3350515463917525,51.04961588982208
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images83 (2).jpg,straight,272,185,3,0.6801470588235294,147.7383545310016
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images81.jpg,straight,275,183,3,0.6654545454545454,151.1500049677099
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images80.jpg,straight,251,201,3,0.8007968127490039,169.08965134486928
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images8.jpg,straight,194,260,3,1.3402061855670102,164.10007930214115
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images79.jpg,straight,257,196,3,0.7626459143968871,118.45989835622966
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images74.jpg,straight,255,198,3,0.7764705882352941,126.27674787086552
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images73.jpg,straight,265,190,3,0.7169811320754716,122.53058589870903
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images71.jpg,straight,226,223,3,0.9867256637168141,139.80376205404977
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images7(1).jpg,straight,225,225,3,1.0,168.4474074074074
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images40.jpg,straight,300,168,3,0.56,58.35904761904762
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images221.jpg,straight,100,100,3,1.0,161.2263
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images4(1).jpg,straight,225,225,3,1.0,156.645787654321
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images38(1).jpg,straight,183,275,3,1.5027322404371584,140.3119920516642
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images283.jpg,straight,168,300,3,1.7857142857142858,180.74942460317462
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images280.jpg,straight,183,275,3,1.5027322404371584,148.46865375062097
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images28.jpg,straight,194,259,3,1.3350515463917525,90.46757950881663
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images28(1).jpg,straight,241,209,3,0.8672199170124482,108.59171315690206
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images272.jpg,straight,275,183,3,0.6654545454545454,94.28633879781421
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images266.jpg,straight,194,259,3,1.3350515463917525,158.21918162639813
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images263.jpg,straight,100,100,3,1.0,90.0005
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images261.jpg,straight,177,284,3,1.6045197740112995,152.5982533619798
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images284.jpg,straight,280,180,3,0.6428571428571429,97.19488095238096
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images260.jpg,straight,225,225,3,1.0,181.5528888888889
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images254.jpg,straight,259,194,3,0.749034749034749,142.70767822314215
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images244.jpg,straight,170,297,3,1.7470588235294118,176.76042780748662
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images243.jpg,straight,230,219,3,0.9521739130434783,105.89644629739925
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images24.jpg,straight,100,100,3,1.0,140.0466
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images231.jpg,straight,275,183,3,0.6654545454545454,163.8734823646299
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images230.jpg,straight,275,183,3,0.6654545454545454,164.8476304023845
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images23.jpg,straight,256,197,3,0.76953125,114.46155218908629
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images229.jpg,straight,259,194,3,0.749034749034749,142.61483501174223
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images257.jpg,straight,180,280,3,1.5555555555555556,165.21492063492065
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images288.jpg,straight,194,260,3,1.3402061855670102,147.97466296590008
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images289.jpg,straight,300,168,3,0.56,183.5468849206349
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images293.jpg,straight,251,201,3,0.8007968127490039,171.62708370498106
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images37(1).jpg,straight,253,199,3,0.7865612648221344,63.15800345601525
C:\Users\nisa2\.cache\kagglehub\datasets\kavyasreeb\hair-type-dataset\versions\1\data\Straight\images35.jpg,straight,275,183,3,0.6654545454545454,121.88745156482861
